#,"",distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period),power-generated
392,391,0.911145,56,27,11.5,4,10.0,83,10.0,30.10,0
393,392,0.987915,58,27,13.3,3,10.0,83,14.0,30.12,0
394,393,0.716012,58,27,13.3,4,10.0,80,14.0,30.13,0
395,394,0.444109,58,27,13.3,3,10.0,80,9.0,30.17,1142
396,395,0.172205,58,27,13.3,1,10.0,67,11.0,30.20,21070
397,396,0.099698,58,27,13.3,2,10.0,58,16.0,30.17,25392
398,397,0.371601,58,27,13.3,2,10.0,70,17.0,30.16,8283
399,398,0.643505,58,27,13.3,2,10.0,80,15.0,30.17,0
400,399,0.915408,58,27,13.3,1,10.0,90,8.0,30.18,0
401,400,0.992413,64,28,4.0,0,10.0,86,3.0,30.17,0
402,401,0.719272,64,28,4.0,0,10.0,86,3.0,30.17,0
403,402,0.446131,64,28,4.0,3,10.0,86,0.0,30.19,2581
404,403,0.172989,64,28,4.0,1,10.0,75,0.0,30.20,21774
405,404,0.100152,64,28,4.0,1,10.0,46,3.0,30.13,25064
406,405,0.373293,64,28,4.0,1,10.0,46,14.0,30.08,8524
407,406,0.646434,64,28,4.0,0,10.0,45,13.0,30.07,0
408,407,0.919575,64,28,4.0,0,10.0,65,3.0,30.08,0
409,408,0.995434,68,19,2.7,0,10.0,62,0.0,30.08,0
410,409,0.721461,68,19,2.7,0,10.0,67,0.0,30.07,0
411,410,0.447489,68,19,2.7,0,10.0,37,8.0,30.08,2921
412,411,0.173516,68,19,2.7,0,10.0,37,7.0,30.09,21804
413,412,0.100457,68,19,2.7,0,10.0,37,0.0,30.04,25219
414,413,0.374429,68,19,2.7,0,10.0,37,0.0,30.02,8453
415,414,0.648402,68,19,2.7,0,10.0,37,0.0,30.03,0
416,415,0.922374,68,19,2.7,0,10.0,57,0.0,30.05,0
417,416,0.998473,69,31,4.3,0,10.0,58,0.0,30.05,0
418,417,0.723664,69,31,4.3,0,10.0,62,0.0,30.02,0
419,418,0.448855,69,31,4.3,0,10.0,65,5.0,30.04,2603
420,419,0.174046,69,31,4.3,0,10.0,63,5.0,30.06,20869
421,420,0.100763,69,31,4.3,0,10.0,64,3.0,30.00,24209
422,421,0.375573,69,31,4.3,0,10.0,37,11.0,29.97,5542
423,422,0.650382,69,31,4.3,0,10.0,37,11.0,29.98,0
424,423,0.925191,69,31,4.3,0,10.0,43,0.0,30.00,0
425,424,1.001531,68,29,4.9,0,10.0,67,5.0,30.01,0
426,425,0.725881,68,29,4.9,0,10.0,51,0.0,30.00,0
427,426,0.450230,68,29,4.9,2,10.0,75,3.0,30.02,2461
428,427,0.174579,68,29,4.9,1,10.0,70,5.0,30.05,10461
429,428,0.101072,68,29,4.9,1,10.0,53,3.0,30.00,0
430,429,0.376723,68,29,4.9,1,10.0,37,7.0,29.96,7934
431,430,0.652374,68,29,4.9,0,10.0,43,13.0,29.99,0
432,431,0.928025,68,29,4.9,0,10.0,58,0.0,30.02,0
433,432,1.006154,68,29,4.6,0,10.0,56,3.0,30.03,0
434,433,0.729231,68,29,4.6,0,10.0,62,0.0,30.02,0
435,434,0.452308,68,29,4.6,0,8.0,80,0.0,30.05,2497
436,435,0.175385,68,29,4.6,0,10.0,68,7.0,30.06,20597
437,436,0.101538,68,29,4.6,0,10.0,61,3.0,30.01,23672
438,437,0.378462,68,29,4.6,0,10.0,37,6.0,29.98,7775
439,438,0.655385,68,29,4.6,0,10.0,49,6.0,29.99,0
440,439,0.932308,68,29,4.6,0,10.0,52,7.0,30.02,0
441,440,1.009259,60,29,11.3,0,9.0,83,11.0,30.04,0
442,441,0.731481,60,29,11.3,1,8.0,93,9.0,30.05,0
443,442,0.453704,60,29,11.3,1,9.0,96,6.0,30.08,1384
444,443,0.175926,60,29,11.3,1,10.0,70,0.0,30.10,20680
445,444,0.101852,60,29,11.3,1,10.0,59,14.0,30.05,24472
446,445,0.379630,60,29,11.3,1,9.0,78,15.0,30.03,7800
447,446,0.657407,60,29,11.3,1,6.0,93,17.0,30.08,0
448,447,0.935185,60,29,11.3,1,8.0,93,15.0,30.13,0
449,448,1.013953,55,29,9.0,1,9.0,93,8.0,30.16,0
450,449,0.734884,55,29,9.0,3,7.0,93,0.0,30.15,0
451,450,0.455814,55,29,9.0,4,4.0,90,6.0,30.19,221
452,451,0.176744,55,29,9.0,4,3.0,87,3.0,30.20,13923
453,452,0.102326,55,29,9.0,3,7.0,78,17.0,30.17,15242
454,453,0.381395,55,29,9.0,3,10.0,78,15.0,30.14,3727
455,454,0.660465,55,29,9.0,3,10.0,93,15.0,30.16,0
456,455,0.939535,55,29,9.0,2,10.0,90,14.0,30.18,0
457,456,1.015552,58,29,10.4,2,10.0,96,14.0,30.18,0
458,457,0.735614,58,29,10.4,1,10.0,100,9.0,30.19,0
459,458,0.455677,58,29,10.4,3,10.0,96,5.0,30.22,113
460,459,0.175739,58,29,10.4,4,2.0,93,0.0,30.22,15058
461,460,0.104199,58,29,10.4,1,10.0,72,20.0,30.17,23748
462,461,0.384137,58,29,10.4,1,10.0,65,15.0,30.14,7480
463,462,0.664075,58,29,10.4,1,10.0,90,17.0,30.14,0
464,463,0.944012,58,29,10.4,1,10.0,93,10.0,30.14,0
465,464,1.018721,56,30,8.3,1,10.0,96,8.0,30.10,0
466,465,0.737910,56,30,8.3,1,10.0,100,7.0,30.06,0
467,466,0.457098,56,30,8.3,1,7.0,100,9.0,30.08,186
468,467,0.176287,56,30,8.3,3,7.0,83,3.0,30.07,15471
469,468,0.104524,56,30,8.3,3,8.0,78,5.0,29.99,22378
470,469,0.385335,56,30,8.3,2,10.0,70,9.0,29.94,7629
471,470,0.666147,56,30,8.3,2,10.0,90,11.0,29.94,0
472,471,0.946958,56,30,8.3,2,10.0,93,9.0,29.96,0
473,472,1.021909,59,19,8.6,3,10.0,83,3.0,29.93,0
474,473,0.740219,59,19,8.6,3,10.0,90,5.0,29.87,0
475,474,0.458529,59,19,8.6,3,7.0,86,0.0,29.85,0
476,475,0.176839,59,19,8.6,4,7.0,84,0.0,29.90,0
477,476,0.104851,59,19,8.6,4,9.0,68,17.0,29.87,0
478,477,0.386541,59,19,8.6,4,7.0,84,8.0,29.88,0
479,478,0.668232,59,19,8.6,4,10.0,75,0.0,29.94,0
480,479,0.949922,59,19,8.6,3,10.0,70,23.0,29.93,0
481,480,1.025118,65,19,13.0,3,10.0,63,13.0,30.00,0
482,481,0.742543,65,19,13.0,4,10.0,84,15.0,30.03,0
483,482,0.459969,65,19,13.0,4,6.0,90,6.0,30.09,0
484,483,0.177394,65,19,13.0,4,9.0,87,6.0,30.13,1283
485,484,0.105181,65,19,13.0,3,10.0,61,18.0,30.10,8637
486,485,0.387755,65,19,13.0,4,10.0,57,15.0,30.08,1209
487,486,0.670330,65,19,13.0,3,10.0,59,21.0,30.08,0
488,487,0.952904,65,19,13.0,3,10.0,78,11.0,30.06,0
489,488,1.029968,63,19,12.8,3,10.0,75,9.0,30.03,0
490,489,0.746057,63,19,12.8,4,10.0,84,7.0,29.99,0
491,490,0.462145,63,19,12.8,4,4.0,90,14.0,29.97,168
492,491,0.178233,63,19,12.8,4,3.0,87,15.0,29.99,1054
493,492,0.105678,63,19,12.8,4,4.0,90,15.0,29.93,1200
494,493,0.389590,63,19,12.8,4,3.0,87,15.0,29.88,683
495,494,0.673502,63,19,12.8,4,9.0,87,14.0,29.90,0
496,495,0.957413,63,19,12.8,4,10.0,93,9.0,29.93,0
497,496,0.938291,62,23,8.1,4,10.0,90,9.0,29.93,0
498,497,0.653481,62,23,8.1,3,10.0,90,5.0,29.96,0
499,498,0.368671,62,23,8.1,2,10.0,90,9.0,30.02,357
500,499,0.083861,62,23,8.1,3,10.0,78,0.0,30.07,10258
501,500,0.200949,62,23,8.1,3,10.0,68,14.0,30.07,17127
502,501,0.485759,62,23,8.1,2,10.0,73,13.0,30.06,8167
503,502,0.770570,62,23,8.1,3,10.0,87,3.0,30.06,0
504,503,1.055380,62,23,8.1,2,10.0,83,5.0,30.07,0
505,504,0.941270,58,20,10.6,2,10.0,86,0.0,30.06,0
506,505,0.655556,58,20,10.6,3,10.0,90,3.0,30.02,0
507,506,0.369841,58,20,10.6,3,10.0,83,5.0,29.99,9
508,507,0.084127,58,20,10.6,3,10.0,78,7.0,29.96,7259
509,508,0.201587,58,20,10.6,3,10.0,72,20.0,29.86,6669
510,509,0.487302,58,20,10.6,4,3.0,90,21.0,29.75,95
511,510,0.773016,58,20,10.6,3,10.0,87,13.0,29.85,0
512,511,1.058730,58,20,10.6,2,10.0,86,11.0,29.94,0
513,512,0.944268,55,29,13.3,3,10.0,80,9.0,29.98,0
514,513,0.657643,55,29,13.3,3,10.0,83,5.0,30.01,0
515,514,0.371019,55,29,13.3,2,10.0,80,11.0,30.06,1661
516,515,0.084395,55,29,13.3,3,10.0,69,13.0,30.13,16038
517,516,0.202229,55,29,13.3,3,10.0,55,18.0,30.12,21373
518,517,0.488854,55,29,13.3,3,10.0,64,22.0,30.13,5500
519,518,0.775478,55,29,13.3,1,10.0,72,16.0,30.17,0
520,519,1.062102,55,29,13.3,1,10.0,74,11.0,30.19,0
521,520,0.947284,53,30,3.8,0,10.0,74,6.0,30.22,0
522,521,0.659744,53,30,3.8,0,10.0,83,0.0,30.22,0
523,522,0.372204,53,30,3.8,2,10.0,89,3.0,30.23,1721
524,523,0.084665,53,30,3.8,3,10.0,67,3.0,30.27,16251
525,524,0.202875,53,30,3.8,3,10.0,56,5.0,30.25,17465
526,525,0.490415,53,30,3.8,4,10.0,52,8.0,30.25,4638
527,526,0.777955,53,30,3.8,4,10.0,58,7.0,30.25,0
528,527,1.065495,53,30,3.8,4,10.0,62,0.0,30.27,0
529,528,0.950321,60,30,4.6,3,10.0,62,3.0,30.28,0
530,529,0.661859,60,30,4.6,2,10.0,72,0.0,30.29,0
531,530,0.373397,60,30,4.6,1,10.0,80,5.0,30.33,1365
532,531,0.084936,60,30,4.6,0,10.0,62,8.0,30.35,19412
533,532,0.203526,60,30,4.6,1,10.0,54,0.0,30.30,24013
534,533,0.491987,60,30,4.6,0,10.0,63,14.0,30.26,7449
535,534,0.780449,60,30,4.6,0,10.0,78,7.0,30.26,0
536,535,1.068910,60,30,4.6,0,10.0,93,5.0,30.26,0
537,536,0.953376,62,30,5.2,0,10.0,86,0.0,30.24,0
538,537,0.663987,62,30,5.2,0,10.0,90,0.0,30.24,0
539,538,0.374598,62,30,5.2,1,9.0,96,0.0,30.22,1309
540,539,0.085209,62,30,5.2,0,9.0,84,3.0,30.22,19306
541,540,0.204180,62,30,5.2,0,10.0,75,0.0,30.16,24011
542,541,0.493569,62,30,5.2,1,10.0,55,11.0,30.11,7336
543,542,0.782958,62,30,5.2,1,10.0,87,15.0,30.12,0
544,543,1.072347,62,30,5.2,0,10.0,87,7.0,30.11,0
545,544,0.956522,58,27,10.2,1,10.0,90,10.0,30.11,0
546,545,0.666667,58,27,10.2,1,10.0,90,9.0,30.08,0
547,546,0.376812,58,27,10.2,3,10.0,93,0.0,30.06,115
548,547,0.086957,58,27,10.2,4,10.0,81,7.0,30.06,5851
549,548,0.202899,58,27,10.2,4,10.0,84,9.0,29.98,3697
550,549,0.492754,58,27,10.2,4,6.0,93,10.0,29.93,696
551,550,0.782609,58,27,10.2,4,5.0,93,16.0,29.91,0
552,551,1.072464,58,27,10.2,3,10.0,86,15.0,29.88,0
553,552,0.959612,57,28,19.3,3,10.0,83,23.0,29.87,0
554,553,0.668821,57,28,19.3,3,10.0,83,24.0,29.85,0
555,554,0.378029,57,28,19.3,2,10.0,83,21.0,29.86,1209
556,555,0.087237,57,28,19.3,2,10.0,75,14.0,29.88,19618
557,556,0.203554,57,28,19.3,2,10.0,70,20.0,29.87,24686
558,557,0.494346,57,28,19.3,3,10.0,78,15.0,29.87,4927
559,558,0.785137,57,28,19.3,2,10.0,83,15.0,29.91,0
560,559,1.075929,57,28,19.3,2,10.0,83,25.0,29.96,0
561,560,0.962723,55,28,8.5,1,10.0,86,11.0,29.98,0
562,561,0.670989,55,28,8.5,1,10.0,90,5.0,30.02,0
563,562,0.379254,55,28,8.5,3,10.0,90,9.0,30.07,381
564,563,0.087520,55,28,8.5,3,10.0,72,9.0,30.09,14852
565,564,0.204214,55,28,8.5,3,10.0,65,14.0,30.06,24073
566,565,0.495948,55,28,8.5,3,10.0,70,9.0,30.07,4945
567,566,0.787682,55,28,8.5,3,10.0,78,9.0,30.09,0
568,567,1.079417,55,28,8.5,3,10.0,83,9.0,30.13,0
569,568,0.965854,57,28,10.2,3,10.0,90,9.0,30.16,0
570,569,0.673171,57,28,10.2,4,10.0,96,7.0,30.17,0
571,570,0.380488,57,28,10.2,3,10.0,86,7.0,30.21,207
572,571,0.087805,57,28,10.2,3,10.0,75,10.0,30.27,8425
573,572,0.204878,57,28,10.2,3,10.0,72,10.0,30.24,9466
574,573,0.497561,57,28,10.2,3,10.0,72,15.0,30.24,3303
575,574,0.790244,57,28,10.2,3,10.0,72,11.0,30.27,0
576,575,1.082927,57,28,10.2,3,10.0,80,10.0,30.27,0
577,576,0.969005,60,28,5.9,4,8.0,93,6.0,30.28,0
578,577,0.675367,60,28,5.9,4,10.0,96,8.0,30.27,0
579,578,0.381729,60,28,5.9,4,9.0,87,0.0,30.30,162
580,579,0.088091,60,28,5.9,4,9.0,87,5.0,30.32,4780
581,580,0.205546,60,28,5.9,3,9.0,84,3.0,30.26,12683
582,581,0.499184,60,28,5.9,3,9.0,87,16.0,30.21,6774
583,582,0.792822,60,28,5.9,3,10.0,93,8.0,30.21,0
584,583,1.086460,60,28,5.9,2,10.0,93,0.0,30.23,0
585,584,0.972177,60,28,6.0,1,10.0,93,0.0,30.23,0
586,585,0.677578,60,28,6.0,2,10.0,96,0.0,30.22,0
587,586,0.382979,60,28,6.0,1,10.0,96,0.0,30.22,915
588,587,0.088380,60,28,6.0,1,9.0,93,5.0,30.23,17909
589,588,0.206219,60,28,6.0,1,10.0,63,9.0,30.16,22652
590,589,0.500818,60,28,6.0,1,10.0,75,20.0,30.11,6592
591,590,0.795417,60,28,6.0,0,10.0,78,10.0,30.10,0
592,591,1.090016,60,28,6.0,0,10.0,87,8.0,30.10,0
593,592,0.973770,66,19,6.5,0,10.0,90,3.0,30.10,0
594,593,0.678689,66,19,6.5,0,10.0,93,0.0,30.08,0
595,594,0.383607,66,19,6.5,0,10.0,86,0.0,30.12,934
596,595,0.088525,66,19,6.5,0,10.0,52,7.0,30.14,17598
597,596,0.206557,66,19,6.5,0,10.0,40,6.0,30.07,22910
598,597,0.501639,66,19,6.5,1,10.0,37,7.0,30.04,6731
599,598,0.796721,66,19,6.5,0,10.0,38,9.0,30.06,0
600,599,1.091803,66,19,6.5,1,10.0,47,9.0,30.08,0
601,600,0.978583,69,19,5.0,1,10.0,45,11.0,30.10,0
602,601,0.682043,69,19,5.0,1,10.0,54,8.0,30.10,0
603,602,0.385502,69,19,5.0,1,10.0,54,8.0,30.12,746
604,603,0.088962,69,19,5.0,0,10.0,37,7.0,30.14,17752
605,604,0.207578,69,19,5.0,0,10.0,39,3.0,30.08,22523
606,605,0.504119,69,19,5.0,1,10.0,37,0.0,30.05,6614
607,606,0.800659,69,19,5.0,1,10.0,38,0.0,30.07,0
608,607,1.097199,69,19,5.0,0,10.0,48,3.0,30.07,0
609,608,0.983471,63,19,2.0,0,10.0,75,0.0,30.08,0
610,609,0.685950,63,19,2.0,1,10.0,90,0.0,30.06,0
611,610,0.388430,63,19,2.0,0,10.0,90,0.0,30.09,595
612,611,0.090909,63,19,2.0,0,8.0,78,3.0,30.11,16232
613,612,0.206612,63,19,2.0,1,8.0,73,8.0,30.06,21472
614,613,0.504132,63,19,2.0,1,6.0,50,0.0,30.04,5578
615,614,0.801653,63,19,2.0,1,10.0,68,3.0,30.06,0
616,615,1.099174,63,19,2.0,2,9.0,75,0.0,30.09,0
617,616,0.985099,64,19,1.2,1,8.0,83,0.0,30.10,0
618,617,0.687086,64,19,1.2,0,7.0,87,0.0,30.11,0
619,618,0.389073,64,19,1.2,1,6.0,90,3.0,30.13,585
620,619,0.091060,64,19,1.2,1,6.0,78,3.0,30.15,16124
621,620,0.206954,64,19,1.2,1,7.0,70,3.0,30.11,21511
622,621,0.504967,64,19,1.2,2,10.0,49,0.0,30.08,5527
623,622,0.802980,64,19,1.2,1,10.0,70,0.0,30.09,0
624,623,1.100993,64,19,1.2,1,10.0,78,0.0,30.11,0
625,624,0.988372,57,29,9.3,1,10.0,81,0.0,30.11,0
626,625,0.689369,57,29,9.3,0,10.0,86,6.0,30.12,0
627,626,0.390365,57,29,9.3,1,10.0,93,7.0,30.14,512
628,627,0.091362,57,29,9.3,0,9.0,81,0.0,30.17,15771
629,628,0.207641,57,29,9.3,1,9.0,75,18.0,30.12,21856
630,629,0.506645,57,29,9.3,1,9.0,83,16.0,30.09,4702
631,630,0.805648,57,29,9.3,1,6.0,96,13.0,30.10,0
632,631,1.104651,57,29,9.3,1,7.0,93,11.0,30.12,0
633,632,0.991667,54,27,5.7,2,7.0,93,6.0,30.13,0
634,633,0.691667,54,27,5.7,4,8.0,86,5.0,30.14,0
635,634,0.391667,54,27,5.7,4,6.0,86,7.0,30.14,0
636,635,0.091667,54,27,5.7,4,8.0,86,5.0,30.16,3113
637,636,0.208333,54,27,5.7,4,9.0,83,9.0,30.14,7669
638,637,0.508333,54,27,5.7,3,10.0,80,9.0,30.11,5693
639,638,0.808333,54,27,5.7,3,10.0,90,10.0,30.14,0
640,639,1.108333,54,27,5.7,4,10.0,86,8.0,30.16,0
641,640,0.994992,57,27,6.6,4,10.0,90,7.0,30.15,0
642,641,0.694491,57,27,6.6,3,10.0,90,3.0,30.16,0
643,642,0.393990,57,27,6.6,4,9.0,90,5.0,30.21,53
644,643,0.093489,57,27,6.6,4,8.0,87,5.0,30.25,4089
645,644,0.207012,57,27,6.6,3,10.0,78,11.0,30.22,14702
646,645,0.507513,57,27,6.6,2,10.0,72,14.0,30.20,4839
647,646,0.808013,57,27,6.6,0,10.0,78,10.0,30.21,0
648,647,1.108514,57,27,6.6,0,10.0,69,3.0,30.21,0
649,648,0.998325,55,28,6.6,0,10.0,83,3.0,30.20,0
650,649,0.696817,55,28,6.6,0,10.0,83,0.0,30.16,0
651,650,0.395310,55,28,6.6,1,10.0,80,3.0,30.16,523
652,651,0.093802,55,28,6.6,1,10.0,60,5.0,30.15,16265
653,652,0.207705,55,28,6.6,1,10.0,37,0.0,30.11,22287
654,653,0.509213,55,28,6.6,1,10.0,60,11.0,30.08,6352
655,654,0.810720,55,28,6.6,0,10.0,83,22.0,30.10,0
656,655,1.112228,55,28,6.6,0,10.0,83,8.0,30.11,0
657,656,1.000000,54,28,6.0,2,10.0,77,0.0,30.09,0
658,657,0.697987,54,28,6.0,0,10.0,83,5.0,30.08,0
659,658,0.395973,54,28,6.0,2,10.0,83,0.0,30.12,534
660,659,0.093960,54,28,6.0,2,10.0,72,3.0,30.15,15976
661,660,0.208054,54,28,6.0,2,10.0,70,3.0,30.10,21808
662,661,0.510067,54,28,6.0,3,10.0,67,14.0,30.07,6518
663,662,0.812081,54,28,6.0,4,9.0,96,20.0,30.08,0
664,663,1.114094,54,28,6.0,1,8.0,100,0.0,30.09,0
665,664,1.003367,56,19,4.0,0,10.0,93,5.0,30.07,0
666,665,0.700337,56,19,4.0,0,9.0,89,6.0,30.04,0
667,666,0.397306,56,19,4.0,1,9.0,96,5.0,30.04,377
668,667,0.094276,56,19,4.0,1,8.0,72,7.0,30.06,15727
669,668,0.208754,56,19,4.0,1,10.0,56,0.0,30.01,21630
670,669,0.511785,56,19,4.0,1,10.0,50,0.0,29.99,5778
671,670,0.814815,56,19,4.0,1,10.0,78,0.0,30.01,0
672,671,1.117845,56,19,4.0,0,10.0,77,0.0,30.05,0
673,672,1.006745,54,19,2.7,1,10.0,86,0.0,30.05,0
674,673,0.703204,54,19,2.7,0,9.0,89,5.0,30.05,0
675,674,0.399663,54,19,2.7,2,5.0,89,3.0,30.06,0
676,675,0.096121,54,19,2.7,3,3.0,83,6.0,30.07,11153
677,676,0.207420,54,19,2.7,3,4.0,80,5.0,30.03,13434
678,677,0.510961,54,19,2.7,3,7.0,62,3.0,30.00,1789
679,678,0.814503,54,19,2.7,3,10.0,67,0.0,30.01,0
680,679,1.118044,54,19,2.7,3,10.0,78,0.0,30.00,0
681,680,1.008446,55,34,3.3,3,9.0,77,0.0,30.01,0
682,681,0.704392,55,34,3.3,3,10.0,83,0.0,30.03,0
683,682,0.400338,55,34,3.3,3,8.0,83,0.0,30.04,80
684,683,0.096284,55,34,3.3,4,7.0,87,7.0,30.05,618
685,684,0.207770,55,34,3.3,4,7.0,75,0.0,30.01,2606
686,685,0.511824,55,34,3.3,4,6.0,81,6.0,29.98,915
687,686,0.815878,55,34,3.3,3,10.0,75,0.0,29.96,0
688,687,1.119932,55,34,3.3,3,10.0,83,7.0,29.96,0
689,688,1.011864,55,34,2.1,3,10.0,80,3.0,29.94,0
690,689,0.706780,55,34,2.1,3,10.0,83,6.0,29.89,0
691,690,0.401695,55,34,2.1,4,9.0,83,0.0,29.85,69
692,691,0.096610,55,34,2.1,4,9.0,78,0.0,29.88,1340
693,692,0.208475,55,34,2.1,4,4.0,90,0.0,29.88,2726
694,693,0.513559,55,34,2.1,4,6.0,86,0.0,29.89,68
695,694,0.818644,55,34,2.1,3,9.0,90,0.0,29.92,0
696,695,1.123729,55,34,2.1,4,8.0,90,0.0,29.95,0
697,696,1.015280,56,29,7.2,3,9.0,93,0.0,29.98,0
698,697,0.709677,56,29,7.2,4,9.0,93,9.0,30.00,0
699,698,0.404075,56,29,7.2,4,8.0,90,6.0,30.05,0
700,699,0.098472,56,29,7.2,2,8.0,87,7.0,30.10,13893
701,700,0.207131,56,29,7.2,4,9.0,80,11.0,30.09,11407
702,701,0.512733,56,29,7.2,3,10.0,78,11.0,30.11,633
703,702,0.818336,56,29,7.2,4,10.0,80,10.0,30.15,0
704,703,1.123939,56,29,7.2,4,10.0,83,8.0,30.20,0
705,704,1.017007,53,24,3.9,4,10.0,86,5.0,30.22,0
706,705,0.710884,53,24,3.9,4,10.0,83,3.0,30.22,0
707,706,0.404762,53,24,3.9,4,10.0,86,3.0,30.25,11
708,707,0.098639,53,24,3.9,4,10.0,83,3.0,30.30,1353
709,708,0.207483,53,24,3.9,4,10.0,83,5.0,30.24,10939
710,709,0.513605,53,24,3.9,4,7.0,78,3.0,30.20,4273
711,710,0.819728,53,24,3.9,2,10.0,90,8.0,30.22,0
712,711,1.125850,53,24,3.9,2,8.0,96,0.0,30.22,0
713,712,1.020478,57,19,2.8,2,8.0,93,0.0,30.19,0
714,713,0.713311,57,19,2.8,4,4.0,96,5.0,30.17,0
715,714,0.406143,57,19,2.8,2,4.0,96,9.0,30.16,159
716,715,0.098976,57,19,2.8,3,7.0,80,8.0,30.19,7229
717,716,0.208191,57,19,2.8,2,10.0,75,0.0,30.12,18371
718,717,0.515358,57,19,2.8,1,10.0,54,0.0,30.10,5918
719,718,0.822526,57,19,2.8,0,10.0,70,0.0,30.11,0
720,719,1.129693,57,19,2.8,0,10.0,72,3.0,30.15,0
721,720,1.023932,55,19,2.3,0,10.0,80,0.0,30.17,0
722,721,0.716239,55,19,2.3,0,8.0,90,3.0,30.15,0
723,722,0.408547,55,19,2.3,2,4.0,93,3.0,30.14,191
724,723,0.100855,55,19,2.3,2,6.0,83,5.0,30.16,14064
725,724,0.206838,55,19,2.3,2,8.0,75,6.0,30.12,20574
726,725,0.514530,55,19,2.3,2,6.0,75,0.0,30.09,5548
727,726,0.822222,55,19,2.3,1,10.0,67,0.0,30.11,0
728,727,1.129915,55,19,2.3,0,9.0,83,3.0,30.13,0
729,728,1.025685,53,28,6.9,0,6.0,93,0.0,30.13,0
730,729,0.717466,53,28,6.9,2,4.0,100,6.0,30.13,0
731,730,0.409247,53,28,6.9,4,0.25,100,3.0,30.14,0
732,731,0.101027,53,28,6.9,4,3.00,96,7.0,30.18,2184
733,732,0.207192,53,28,6.9,4,4.00,86,9.0,30.14,2907
734,733,0.515411,53,28,6.9,4,6.00,80,11.0,30.13,469
735,734,0.823630,53,28,6.9,3,10.00,80,9.0,30.12,0
736,735,1.131849,53,28,6.9,4,10.00,80,9.0,30.15,0
737,736,1.027444,56,28,6.9,4,10.00,83,9.0,30.16,0
738,737,0.718696,56,28,6.9,4,10.00,86,11.0,30.17,0
739,738,0.409949,56,28,6.9,4,7.00,96,8.0,30.18,0
740,739,0.101201,56,28,6.9,3,9.00,81,9.0,30.20,10230
741,740,0.207547,56,28,6.9,1,10.0,75,5.0,30.14,19145
742,741,0.516295,56,28,6.9,2,10.0,70,10.0,30.15,5666
743,742,0.825043,56,28,6.9,1,10.0,86,5.0,30.16,0
744,743,1.133791,56,28,6.9,0,10.0,90,0.0,30.19,0
745,744,1.030928,53,33,3.7,0,8.0,90,5.0,30.17,0
746,745,0.721649,53,33,3.7,4,5.0,93,0.0,30.18,0
747,746,0.412371,53,33,3.7,4,0.0,100,0.0,30.20,0
748,747,0.103093,53,33,3.7,4,1.5,100,3.0,30.20,5857
749,748,0.206186,53,33,3.7,3,5.0,80,5.0,30.12,14677
750,749,0.515464,53,33,3.7,4,6.0,69,3.0,30.10,3724
751,750,0.824742,53,33,3.7,3,9.0,86,6.0,30.09,0
752,751,1.134021,53,33,3.7,3,9.0,83,7.0,30.08,0
753,752,1.032702,54,19,7.4,2,10.0,77,11.0,30.06,0
754,753,0.722892,54,19,7.4,2,10.0,80,13.0,30.05,0
755,754,0.413081,54,19,7.4,4,5.0,80,13.0,30.06,188
756,755,0.103270,54,19,7.4,4,5.0,77,7.0,30.07,13982
757,756,0.206540,54,19,7.4,0,7.0,64,6.0,30.03,21285
758,757,0.516351,54,19,7.4,0,8.0,67,0.0,30.00,5652
759,758,0.826162,54,19,7.4,0,8.0,83,5.0,30.02,0
760,759,1.135972,54,19,7.4,0,9.0,77,0.0,30.08,0
761,760,1.036207,54,19,3.5,0,10.0,83,5.0,30.11,0
762,761,0.725862,54,19,3.5,0,10.0,89,5.0,30.14,0
763,762,0.415517,54,19,3.5,1,6.0,86,6.0,30.17,117
764,763,0.105172,54,19,3.5,1,6.0,72,6.0,30.23,13253
765,764,0.205172,54,19,3.5,1,9.0,56,0.0,30.18,20321
766,765,0.515517,54,19,3.5,3,10.0,46,0.0,30.16,5999
767,766,0.825862,54,19,3.5,2,10.0,55,0.0,30.19,0
768,767,1.136207,54,19,3.5,1,10.0,71,5.0,30.23,0
769,768,1.036207,51,19,3.6,1,10.0,68,0.0,30.22,0
770,769,0.725862,51,19,3.6,0,10.0,74,0.0,30.21,0
771,770,0.415517,51,19,3.6,1,10.0,86,0.0,30.24,110
772,771,0.105172,51,19,3.6,1,8.0,77,7.0,30.26,13734
773,772,0.205172,51,19,3.6,1,7.0,62,0.0,30.21,20887
774,773,0.515517,51,19,3.6,1,8.0,72,3.0,30.18,5603
775,774,0.825862,51,19,3.6,1,9.0,77,3.0,30.17,0
776,775,1.136207,51,19,3.6,1,10.0,80,0.0,30.18,0
777,776,1.037997,50,27,6.6,2,8.0,86,6.0,30.17,0
778,777,0.727116,50,27,6.6,2,5.0,89,6.0,30.16,0
779,778,0.416235,50,27,6.6,2,4.0,96,6.0,30.13,140
780,779,0.105354,50,27,6.6,4,2.5,86,0.0,30.15,12328
781,780,0.205527,50,27,6.6,4,6.0,80,11.0,30.10,11715
782,781,0.516408,50,27,6.6,4,10.0,74,10.0,30.08,3854
783,782,0.827288,50,27,6.6,4,10.0,80,8.0,30.06,0
784,783,1.138169,50,27,6.6,4,10.0,80,6.0,30.07,0
